match_date,venue,city,team_1,team_2,toss_winner,toss_decision,match_winner
2015-04-13,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
2015-04-14,"Sardar Patel Stadium, Motera",Ahmedabad,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,Rajasthan Royals
2015-04-30,Eden Gardens,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Kolkata Knight Riders
2015-04-15,Maharashtra Cricket Association Stadium,Pune,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,Delhi Daredevils
2015-04-16,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
2015-04-17,Wankhede Stadium,Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings
2015-04-18,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,bat,Delhi Daredevils
2015-04-18,Maharashtra Cricket Association Stadium,Pune,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
2015-04-19,"Sardar Patel Stadium, Motera",Ahmedabad,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Rajasthan Royals
2015-04-19,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Mumbai Indians
2015-04-20,Feroz Shah Kotla,Delhi,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
2015-04-21,"Sardar Patel Stadium, Motera",Ahmedabad,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,
2015-04-22,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad
2015-04-22,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Chennai Super Kings
2015-04-23,Feroz Shah Kotla,Delhi,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,Delhi Daredevils
2015-04-24,"Sardar Patel Stadium, Motera",Ahmedabad,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
2015-04-25,Wankhede Stadium,Mumbai,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians
2015-04-25,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings
2015-04-26,Feroz Shah Kotla,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
2015-04-27,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Sunrisers Hyderabad
2015-05-07,Eden Gardens,Kolkata,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Kolkata Knight Riders
2015-04-29,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,
2015-04-28,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings
2015-05-01,Feroz Shah Kotla,Delhi,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,Delhi Daredevils
2015-05-01,Wankhede Stadium,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians
2015-05-02,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore
2015-05-02,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Sunrisers Hyderabad
2015-05-03,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians
2015-05-03,Brabourne Stadium,Mumbai,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Rajasthan Royals
2015-05-04,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings
2015-05-04,Eden Gardens,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders
2015-05-05,Wankhede Stadium,Mumbai,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,bat,Mumbai Indians
2015-05-06,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Royal Challengers Bangalore
2015-05-07,Brabourne Stadium,Mumbai,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad
2015-05-08,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Mumbai Indians
2015-05-09,Eden Gardens,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders
2015-05-09,Shaheed Veer Narayan Singh International Stadium,Raipur,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
2015-05-10,Wankhede Stadium,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
2015-05-10,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings
2015-05-11,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
2015-05-12,Shaheed Veer Narayan Singh International Stadium,Raipur,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,bat,Delhi Daredevils
2015-05-13,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kings XI Punjab
2015-05-14,Wankhede Stadium,Mumbai,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians
2015-05-15,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,Royal Challengers Bangalore
2015-05-16,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,Chennai Super Kings
2015-05-16,Brabourne Stadium,Mumbai,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals
2015-05-17,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,
2015-05-17,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians
2015-05-19,Wankhede Stadium,Mumbai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians
2015-05-20,Maharashtra Cricket Association Stadium,Pune,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
2015-05-22,JSCA International Stadium Complex,Ranchi,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings
2015-05-24,Eden Gardens,Kolkata,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians
2015-08-14,Kingsmead,Durban,South Africa,New Zealand,South Africa,field,South Africa
2015-08-16,SuperSport Park,Centurion,South Africa,New Zealand,New Zealand,bat,New Zealand
2015-08-19,SuperSport Park,Centurion,South Africa,New Zealand,New Zealand,field,South Africa
2015-08-23,Senwes Park,Potchefstroom,South Africa,New Zealand,South Africa,bat,New Zealand
2015-08-26,Kingsmead,Durban,South Africa,New Zealand,South Africa,bat,South Africa
2015-11-01,"SuperSport Park, Centurion",Centurion,Dolphins,Titans,Titans,field,Dolphins
2015-11-06,"Boland Park, Paarl",Paarl,Cape Cobras,Warriors,Warriors,field,Cape Cobras
2015-11-06,"Diamond Oval, Kimberley",Kimberley,Knights,Dolphins,Dolphins,field,Dolphins
2015-11-08,"Kingsmead, Durban",Durban,Dolphins,Warriors,Warriors,field,Dolphins
2015-11-08,"SuperSport Park, Centurion",Centurion,Titans,Cape Cobras,Cape Cobras,field,Titans
2015-11-11,"Diamond Oval, Kimberley",Kimberley,Knights,Cape Cobras,Cape Cobras,field,Cape Cobras
2015-11-13,"St George's Park, Port Elizabeth",Port Elizabeth,Warriors,Lions,Lions,field,Warriors
2015-11-15,"SuperSport Park, Centurion",Centurion,Dolphins,Cape Cobras,Cape Cobras,field,Cape Cobras
2015-11-15,"SuperSport Park, Centurion",Centurion,Warriors,Titans,Titans,field,Titans
2015-11-15,"Mangaung Oval, Bloemfontein",Bloemfontein,Lions,Knights,Lions,bat,Lions
2015-11-18,"Kingsmead, Durban",Durban,Titans,Dolphins,Dolphins,field,Titans
2015-11-20,"Buffalo Park, East London",East London,Dolphins,Warriors,Dolphins,bat,
2015-11-22,"Boland Park, Paarl",Paarl,Knights,Cape Cobras,Cape Cobras,field,Cape Cobras
2015-11-25,"Senwes Park, Potchefstroom",Potchefstroom,Knights,Lions,Lions,field,Knights
2015-11-28,"St George's Park, Port Elizabeth",Port Elizabeth,Dolphins,Knights,Dolphins,bat,Knights
2015-11-28,"St George's Park, Port Elizabeth",Port Elizabeth,Titans,Warriors,Titans,bat,Titans
2015-11-29,"New Wanderers Stadium, Johannesburg",Johannesburg,Lions,Cape Cobras,Lions,bat,Cape Cobras
2015-12-02,"Buffalo Park, East London",East London,Warriors,Cape Cobras,Warriors,bat,Warriors
2015-12-04,"Kingsmead, Durban",Durban,Cape Cobras,Dolphins,Cape Cobras,bat,Dolphins
2015-12-04,"Mangaung Oval, Bloemfontein",Bloemfontein,Knights,Warriors,Warriors,field,Warriors
2015-12-04,"Willowmoore Park, Benoni",Benoni,Titans,Lions,Lions,field,Titans
2015-12-06,"Willowmoore Park, Benoni",Benoni,Titans,Knights,Knights,field,Knights
2015-12-09,"Kingsmead, Durban",Durban,Dolphins,Cape Cobras,Dolphins,bat,Dolphins
2015-12-12,"SuperSport Park, Centurion",Centurion,Dolphins,Titans,Titans,field,Titans
2015-06-20,"Kensington Oval, Bridgetown",Barbados,Barbados Tridents,Guyana Amazon Warriors,Barbados Tridents,bat,Barbados Tridents
2015-06-21,"Daren Sammy National Cricket Stadium, Gros Islet",St Lucia,St Lucia Zouks,Trinidad & Tobago Red Steel,Trinidad & Tobago Red Steel,field,
2015-06-23,"Kensington Oval, Bridgetown",Barbados,Barbados Tridents,Jamaica Tallawahs,Barbados Tridents,bat,Barbados Tridents
2015-06-24,"Daren Sammy National Cricket Stadium, Gros Islet",St Lucia,St Kitts and Nevis Patriots,St Lucia Zouks,St Kitts and Nevis Patriots,bat,St Lucia Zouks
2015-06-25,"Kensington Oval, Bridgetown",Barbados,Trinidad & Tobago Red Steel,Barbados Tridents,Trinidad & Tobago Red Steel,bat,Barbados Tridents
2015-06-26,"Daren Sammy National Cricket Stadium, Gros Islet",St Lucia,St Lucia Zouks,Guyana Amazon Warriors,Guyana Amazon Warriors,field,St Lucia Zouks
2015-06-27,"Kensington Oval, Bridgetown",Barbados,St Kitts and Nevis Patriots,Barbados Tridents,Barbados Tridents,field,St Kitts and Nevis Patriots
2015-06-28,"Daren Sammy National Cricket Stadium, Gros Islet",St Lucia,St Lucia Zouks,Jamaica Tallawahs,Jamaica Tallawahs,field,Jamaica Tallawahs
2015-06-30,"Warner Park, Basseterre",St Kitts,St Kitts and Nevis Patriots,Jamaica Tallawahs,St Kitts and Nevis Patriots,bat,Jamaica Tallawahs
2015-07-01,"Warner Park, Basseterre",St Kitts,Barbados Tridents,St Lucia Zouks,Barbados Tridents,bat,Barbados Tridents
2015-07-03,"Warner Park, Basseterre",St Kitts,St Kitts and Nevis Patriots,Guyana Amazon Warriors,St Kitts and Nevis Patriots,bat,Guyana Amazon Warriors
2015-07-03,"Warner Park, Basseterre",St Kitts,St Lucia Zouks,Barbados Tridents,St Lucia Zouks,bat,St Lucia Zouks
2015-07-04,"Warner Park, Basseterre",St Kitts,St Kitts and Nevis Patriots,Jamaica Tallawahs,Jamaica Tallawahs,field,St Kitts and Nevis Patriots
2015-07-04,"Warner Park, Basseterre",St Kitts,Guyana Amazon Warriors,Trinidad & Tobago Red Steel,Guyana Amazon Warriors,bat,Trinidad & Tobago Red Steel
2015-07-06,"Warner Park, Basseterre",St Kitts,Barbados Tridents,St Kitts and Nevis Patriots,Barbados Tridents,bat,St Kitts and Nevis Patriots
2015-07-07,"Sabina Park, Kingston",Jamaica,St Lucia Zouks,Jamaica Tallawahs,Jamaica Tallawahs,field,Jamaica Tallawahs
2015-07-08,"Warner Park, Basseterre",St Kitts,St Kitts and Nevis Patriots,Guyana Amazon Warriors,St Kitts and Nevis Patriots,bat,Guyana Amazon Warriors
2015-07-09,"Sabina Park, Kingston",Jamaica,Jamaica Tallawahs,Trinidad & Tobago Red Steel,Trinidad & Tobago Red Steel,field,Jamaica Tallawahs
2015-07-10,"Warner Park, Basseterre",St Kitts,St Kitts and Nevis Patriots,St Lucia Zouks,St Lucia Zouks,field,St Kitts and Nevis Patriots
2015-07-11,"Warner Park, Basseterre",St Kitts,St Kitts and Nevis Patriots,Trinidad & Tobago Red Steel,St Kitts and Nevis Patriots,bat,Trinidad & Tobago Red Steel
2015-07-11,"Sabina Park, Kingston",Jamaica,Barbados Tridents,Jamaica Tallawahs,Barbados Tridents,bat,Barbados Tridents
2015-07-12,"Sabina Park, Kingston",Jamaica,Guyana Amazon Warriors,Jamaica Tallawahs,Jamaica Tallawahs,field,Guyana Amazon Warriors
2015-07-14,"Queen's Park Oval, Port of Spain",Trinidad,Trinidad & Tobago Red Steel,St Lucia Zouks,St Lucia Zouks,field,St Lucia Zouks
2015-07-16,"Queen's Park Oval, Port of Spain",Trinidad,Trinidad & Tobago Red Steel,Barbados Tridents,Trinidad & Tobago Red Steel,bat,Trinidad & Tobago Red Steel
2015-07-17,Providence Stadium,Guyana,St Lucia Zouks,Guyana Amazon Warriors,Guyana Amazon Warriors,field,Guyana Amazon Warriors
2015-07-18,"Queen's Park Oval, Port of Spain",Trinidad,Trinidad & Tobago Red Steel,St Kitts and Nevis Patriots,Trinidad & Tobago Red Steel,bat,Trinidad & Tobago Red Steel
2015-07-18,Providence Stadium,Guyana,Barbados Tridents,Guyana Amazon Warriors,Barbados Tridents,bat,Barbados Tridents
2015-07-19,"Queen's Park Oval, Port of Spain",Trinidad,Trinidad & Tobago Red Steel,Jamaica Tallawahs,Trinidad & Tobago Red Steel,bat,Trinidad & Tobago Red Steel
2015-07-21,Providence Stadium,Guyana,Trinidad & Tobago Red Steel,Guyana Amazon Warriors,Trinidad & Tobago Red Steel,bat,Guyana Amazon Warriors
2015-07-23,"Queen's Park Oval, Port of Spain",Trinidad,Trinidad & Tobago Red Steel,Jamaica Tallawahs,Trinidad & Tobago Red Steel,bat,Trinidad & Tobago Red Steel
2015-07-25,"Queen's Park Oval, Port of Spain",Trinidad,Guyana Amazon Warriors,Trinidad & Tobago Red Steel,Guyana Amazon Warriors,bat,Trinidad & Tobago Red Steel
2015-07-26,"Queen's Park Oval, Port of Spain",Trinidad,Trinidad & Tobago Red Steel,Barbados Tridents,Trinidad & Tobago Red Steel,bat,Trinidad & Tobago Red Steel
2015-04-17,Shere Bangla National Stadium,Mirpur,Bangladesh,Pakistan,Bangladesh,bat,Bangladesh
2015-04-19,Shere Bangla National Stadium,Mirpur,Bangladesh,Pakistan,Pakistan,bat,Bangladesh
2015-04-22,Shere Bangla National Stadium,Mirpur,Bangladesh,Pakistan,Pakistan,bat,Bangladesh
2015-04-24,Shere Bangla National Stadium,Mirpur,Bangladesh,Pakistan,Pakistan,bat,Bangladesh
2015-04-28,Sheikh Abu Naser Stadium,Khulna,Bangladesh,Pakistan,Bangladesh,bat,
2015-05-06,Shere Bangla National Stadium,Mirpur,Bangladesh,Pakistan,Bangladesh,field,Pakistan
2015-06-17,Galle International Stadium,,Sri Lanka,Pakistan,Pakistan,field,Pakistan
2015-06-25,P Sara Oval,Colombo,Sri Lanka,Pakistan,Pakistan,bat,Sri Lanka
2015-07-03,Pallekele International Cricket Stadium,,Sri Lanka,Pakistan,Pakistan,field,Pakistan
2015-07-11,Rangiri Dambulla International Stadium,,Sri Lanka,Pakistan,Pakistan,field,Pakistan
2015-07-15,Pallekele International Cricket Stadium,,Sri Lanka,Pakistan,Pakistan,bat,Sri Lanka
2015-07-19,R Premadasa Stadium,Colombo,Sri Lanka,Pakistan,Pakistan,bat,Pakistan
2015-07-22,R Premadasa Stadium,Colombo,Sri Lanka,Pakistan,Sri Lanka,bat,Pakistan
2015-07-26,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,Pakistan,Sri Lanka,bat,Sri Lanka
2015-07-30,R Premadasa Stadium,Colombo,Sri Lanka,Pakistan,Pakistan,bat,Pakistan
2015-08-01,R Premadasa Stadium,Colombo,Sri Lanka,Pakistan,Sri Lanka,bat,Pakistan
2015-05-22,Gaddafi Stadium,Lahore,Pakistan,Zimbabwe,Zimbabwe,bat,Pakistan
2015-05-24,Gaddafi Stadium,Lahore,Pakistan,Zimbabwe,Zimbabwe,bat,Pakistan
2015-05-26,Gaddafi Stadium,Lahore,Pakistan,Zimbabwe,Pakistan,bat,Pakistan
2015-05-29,Gaddafi Stadium,Lahore,Pakistan,Zimbabwe,Pakistan,field,Pakistan
2015-05-31,Gaddafi Stadium,Lahore,Pakistan,Zimbabwe,Pakistan,bat,
2015-06-10,Khan Shaheb Osman Ali Stadium,Fatullah,Bangladesh,India,India,bat,
2015-06-18,Shere Bangla National Stadium,Mirpur,Bangladesh,India,Bangladesh,bat,Bangladesh
2015-06-21,Shere Bangla National Stadium,Mirpur,Bangladesh,India,India,bat,Bangladesh
2015-06-24,Shere Bangla National Stadium,Mirpur,Bangladesh,India,Bangladesh,field,India
2015-06-24,VRA Ground,Amstelveen,Netherlands,Papua New Guinea,Papua New Guinea,field,Netherlands
2015-06-27,The Rose Bowl (Nursery),Southampton,Kenya,United Arab Emirates,United Arab Emirates,field,Kenya
2015-07-09,"Grange Cricket Club Ground, Raeburn Place",Edinburgh,Scotland,United Arab Emirates,Scotland,field,Scotland
2015-07-10,"Civil Service Cricket Club, Stormont",Belfast,Ireland,Namibia,Ireland,field,Ireland
2015-07-10,Myreside,Edinburgh,Canada,Kenya,Kenya,field,Kenya
2015-07-10,"Civil Service Cricket Club, Stormont",Belfast,Nepal,United States of America,United States of America,bat,Nepal
2015-07-11,"Bready Cricket Club, Magheramason",Londonderry,Hong Kong,Jersey,Jersey,field,Jersey
2015-07-11,"Grange Cricket Club Ground, Raeburn Place",Edinburgh,Scotland,Netherlands,Netherlands,bat,Netherlands
2015-07-11,Myreside,Edinburgh,Kenya,Oman,Oman,field,Kenya
2015-07-11,"Civil Service Cricket Club, Stormont",Belfast,Namibia,Nepal,Nepal,field,
2015-07-12,"Civil Service Cricket Club, Stormont",Belfast,Ireland,United States of America,United States of America,field,Ireland
2015-07-12,"Bready Cricket Club, Magheramason",Londonderry,Papua New Guinea,Jersey,Jersey,field,Papua New Guinea
2015-07-12,"Grange Cricket Club Ground, Raeburn Place",Edinburgh,Netherlands,United Arab Emirates,Netherlands,field,Netherlands
2015-07-13,"Civil Service Cricket Club, Stormont",Belfast,Nepal,Ireland,Ireland,field,Ireland
2015-07-14,Myreside,Edinburgh,Netherlands,Oman,Oman,field,Oman
2015-07-14,New Williamfield No1 Oval,Stirling,Canada,United Arab Emirates,United Arab Emirates,field,United Arab Emirates
2015-07-14,"Grange Cricket Club Ground, Raeburn Place",Edinburgh,Kenya,Scotland,Kenya,bat,Scotland
2015-07-15,"Civil Service Cricket Club, Stormont",Belfast,Ireland,Papua New Guinea,Ireland,bat,Papua New Guinea
2015-07-15,"Bready Cricket Club, Magheramason",Londonderry,Jersey,United States of America,United States of America,field,United States of America
2015-07-15,"Civil Service Cricket Club, Stormont",Belfast,Hong Kong,Nepal,Hong Kong,field,Hong Kong
2015-07-15,Goldenacre,Edinburgh,Kenya,United Arab Emirates,Kenya,bat,Kenya
2015-07-16,Goldenacre,Edinburgh,Scotland,Canada,Scotland,field,Scotland
2015-07-17,"The Village, Malahide",Dublin,Nepal,Papua New Guinea,Papua New Guinea,field,Papua New Guinea
2015-07-17,Clontarf Cricket Club Ground,Dublin,Jersey,Namibia,Namibia,field,Namibia
2015-07-17,Goldenacre,Edinburgh,Canada,Netherlands,Netherlands,field,Netherlands
2015-07-17,"The Village, Malahide",Dublin,Ireland,Hong Kong,Ireland,field,Hong Kong
2015-07-18,"The Village, Malahide",Dublin,Jersey,Nepal,Jersey,field,Jersey
2015-07-18,Goldenacre,Edinburgh,Scotland,Oman,Oman,field,Scotland
2015-07-18,"The Village, Malahide",Dublin,Namibia,Papua New Guinea,Papua New Guinea,field,Namibia
2015-07-18,Clontarf Cricket Club Ground,Dublin,Hong Kong,United States of America,United States of America,field,United States of America
2015-07-18,Myreside,Edinburgh,Kenya,Netherlands,Netherlands,field,Netherlands
2015-07-19,"The Village, Malahide",Dublin,Ireland,Jersey,Ireland,field,Ireland
2015-07-19,"The Village, Malahide",Dublin,Papua New Guinea,United States of America,Papua New Guinea,field,United States of America
2015-07-19,Clontarf Cricket Club Ground,Dublin,Hong Kong,Namibia,Namibia,field,Hong Kong
